region,country,topic,name,url,language,source_type,perspective,channel,platform,is_dataset,accuracy,uniqueness,timeliness,transparency,verifiability,accessibility,depth,composite,notes
Global,Global,Economic,Open Supply Hub,https://opensupplyhub.org,EN,Global supply-chain network dataset,Independent,Website,Network,yes,4,5,5,5,4,5,3,4.4,"Open facility-level supply-chain data. Nodes can include facilities, parent companies, brands, sectors, and locations; edges require joining facility and ownership/brand data."
Global,Global,Economic,TradeMap International Trade Centre,https://www.trademap.org,EN,Global trade network dataset,International official,Website,Network,yes,5,5,4,5,5,3,3,4.3,Bilateral country-product trade network with detailed market-access and partner analysis. Strong for export concentration and product-market network work; some functions require registration.
Global,Global,Economic,Global Energy Monitor Global Coal Plant Tracker,https://globalenergymonitor.org/projects/global-coal-plant-tracker,EN,Global energy infrastructure network,Independent,Website,Network,yes,5,5,4,5,5,5,4,4.7,"Facility-level coal infrastructure dataset. Model nodes as plants, companies, parent entities, financiers, ports, grids, and jurisdictions; use for ownership, energy-security, climate, and supply-chain networks."
Global,Global,Economic,Global Energy Monitor Global Gas Infrastructure Tracker,https://globalenergymonitor.org/projects/global-gas-infrastructure-tracker,EN,Global gas infrastructure network,Independent,Website,Network,yes,5,5,4,5,5,5,4,4.7,"Facility-level gas pipeline, LNG terminal, processing, storage, power, company, and country data. Suitable for physical energy-flow and ownership network analysis."
Global,Global,Economic,Global Energy Monitor Global Oil Infrastructure Tracker,https://globalenergymonitor.org/projects/global-oil-infrastructure-tracker,EN,Global oil infrastructure network,Independent,Website,Network,yes,5,5,4,5,5,5,4,4.7,"Facility-level oil pipelines, refineries, terminals, fields, companies, and country data. Use for energy security, supply chain, sanctions, ownership, and chokepoint network analysis."
Global,Global,Economic,World Nuclear Industry Status Report Reactor Database,https://www.worldnuclearreport.org,EN,Global nuclear infrastructure network,Independent,Website,Network,yes,4,5,3,5,5,5,4,4.4,"Reactor, operator, vendor, country, status, capacity, construction, and shutdown data. Construct country-company-reactor-vendor networks for nuclear supply-chain analysis."
Global,Global,Security,Correlates of War Formal Alliances Dataset,https://correlatesofwar.org/data-sets/formal-alliances,EN,Global alliance network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Ready network source for formal inter-state alliance relationships from 1816 onward. Nodes are states; edges are defense pacts, neutrality/non-aggression pacts, ententes, and alliance commitments."
Global,Global,Security,Correlates of War Militarized Interstate Disputes MID Dataset,https://correlatesofwar.org/data-sets/MIDs,EN,Global conflict network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Dyadic and multi-actor interstate dispute data. Nodes are states; edges are militarized disputes with hostility levels, initiator/target roles, outcomes, dates, and dispute characteristics."
Global,Global,Security,Correlates of War Intergovernmental Organizations Dataset,https://correlatesofwar.org/data-sets/IGOs,EN,Global affiliation network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,Bipartite state-IGO membership network from 1815 onward. Nodes are states and intergovernmental organizations; edges represent membership or participation.
Global,Global,Security,Correlates of War Diplomatic Exchange Dataset,https://correlatesofwar.org/data-sets/diplomatic-exchange,EN,Global diplomatic network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,4,4.3,Dyadic diplomatic-representation network. Nodes are states; directed ties indicate embassy or legation exchange and diplomatic presence over time.
Global,Global,Security,Correlates of War Direct Contiguity Dataset,https://correlatesofwar.org/data-sets/direct-contiguity,EN,Global geographic network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,3,4.1,"State adjacency network including land and maritime contiguity. Useful as a baseline graph for conflict diffusion, trade, migration, alliance, and border-security models."
Global,Global,Security,International Network Data SPINS,https://spins.faculty.ucdavis.edu/international-network-data,EN,Global international-relations network collection,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Network-ready international relations datasets including alliances, militarized disputes, intergovernmental organization memberships, trade, and related dyadic network data. [226]"
Global,Global,Security,Alliance Treaty Obligations and Provisions ATOP,https://atopdata.org,EN,Global alliance network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Formal alliance network with treaty provisions, obligations, duration, defense commitments, consultations, military arrangements, and legal detail."
Global,Global,Security,Military Alliances Dataset ATOP,https://atopdata.org,EN,Global alliance commitment dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Use the consolidated ATOP source rather than duplicate rows; especially strong for alliance design, commitment credibility, treaty clauses, and alliance-network analysis."
Global,Global,Security,International Crisis Behavior ICB Dataset,https://sites.duke.edu/icbdata,EN,Global international crisis network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"International crisis dataset in which nodes are states and edges or hyperedges capture crisis participation, adversarial relationships, triggers, outcomes, and escalation."
Global,Global,Security,UCDP Dyadic Dataset,https://ucdp.uu.se/downloads,EN,Global armed-conflict network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Actor-dyad data on state-based conflict. Nodes are governments and organized armed groups; directed or undirected conflict edges include incompatibility, fatalities, duration, and location."
Global,Global,Security,UCDP External Support Dataset,https://ucdp.uu.se/downloads,EN,Global conflict-support network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Network of external support to warring parties. Nodes include external states/actors and conflict parties; edges encode support type such as military, financial, material, intelligence, or sanctuary."
Global,Global,Security,ACLED Actor Co-Occurrence Network,https://acleddata.com,EN,Global derived conflict network dataset,Independent,Website,Network,yes,4,5,5,5,5,5,3,4.6,"Derived network source. Build actor-actor, actor-location, actor-event-type, or actor-time networks from ACLED event records; preserve event IDs and avoid treating co-occurrence as direct alliance."
Global,Global,Security,UCDP GED Actor-Location Network,https://ucdp.uu.se/downloads,EN,Global derived conflict network dataset,Academic,Website,Network,yes,5,5,4,5,5,5,4,4.6,Derived network source. Build actor-location-time or actor-actor conflict graphs from georeferenced organized-violence events; retain original UCDP event identifiers and conflict coding.
Global,Global,Security,Global Terrorism Database GTD Perpetrator-Target Network,https://www.start.umd.edu/gtd,EN,Global terrorism network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,4,4.6,"Derived network source. Build directed perpetrator-target, group-country, group-weapon, group-tactic, or attack-location graphs from GTD incident records; unknown perpetrators require careful handling."
Global,Global,Security,SIPRI Arms Transfers Database,https://www.sipri.org/databases/armstransfers,EN,Global arms-transfer network dataset,Independent,Website,Network,yes,5,5,4,5,5,5,4,4.7,"Network-ready arms-transfer data. Nodes are supplier and recipient states; directed weighted edges represent major conventional weapons orders and deliveries, with system and year attributes."
Global,Global,Security,SIPRI Arms Industry Database,https://www.sipri.org/databases/armsindustry,EN,Global defense-industry network dataset,Independent,Website,Network,yes,5,5,3,5,5,5,4,4.6,"Build company-owner-country-industry networks from arms producers, ownership, arms revenues, employment, and corporate structures. Particularly useful for defense-industrial concentration and cross-border ownership."
Global,Global,Security,UN Register of Conventional Arms UNROCA,https://www.unroca.org,EN,Global arms-transfer network dataset,International official,Website,Network,yes,4,5,3,5,5,5,3,4.3,State-reported imports and exports of major conventional arms. Nodes are reporting states and partners; directed edges are reported transfer flows by weapon category. Underreporting and nonparticipation matter.
Global,Global,Security,Conflict Armament Research iTrace,https://www.conflictarm.com,EN,Global weapons-provenance network dataset,Independent,Website,Network,yes,5,5,4,5,5,4,5,4.7,"Weapons, ammunition, manufacturer, diversion, transfer-route, armed-group, and supply-chain network data based on field documentation and serial-number tracing."
Global,Global,Security,Small Arms Survey Arms Trade and Diversion Networks,https://www.smallarmssurvey.org,EN,Global illicit-arms network research,Independent,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Research and source material supporting actor-weapon-route-border network analysis for small arms, ammunition, trafficking, diversion, armed violence, and conflict supply chains."
Global,Global,Security,Global Sanctions Database GSDB,https://www.globalsanctionsdatabase.com,EN,Global sanctions network dataset,Academic,Website,Network,yes,5,5,4,5,5,5,5,4.7,"Network-ready sender-target sanctions data. Nodes are sender states/organizations and target states; directed weighted edges describe sanctions type, objective, multilateralism, duration, and outcome."
Global,Global,Security,TIES Sanctions Dataset,https://sanctions.web.unc.edu,EN,Global sanctions network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Threats and Imposition of Economic Sanctions dataset. Nodes are senders and targets; directed edges capture sanction threats, imposition, instruments, objectives, costs, and outcomes."
Global,Global,Security,OpenSanctions Sanctions Relationship Graph,https://www.opensanctions.org,EN,Global sanctions and ownership graph,Independent,Website,Network,yes,4,5,5,5,5,5,4,4.7,"Network graph linking sanctioned persons, companies, vessels, family, corporate control, state ownership, watchlists, PEP relationships, and identifiers. Validate entity resolution and source recency."
Global,Global,Security,GDELT Event Database,https://www.gdeltproject.org,EN,Global event interaction network,Independent,Website,Network,yes,3,5,5,4,3,5,3,4,"Network-ready event stream in which actors, organizations, places, themes, and sources can be represented as nodes; directed edges derive from coded interactions and co-mentions. GDELT monitors global news in over 100 languages. [224]"
Global,Global,Security,KEDS Kansas Event Data System,https://eventdata.parusanalytics.com,EN,Global event interaction dataset,Academic,Website,Network,yes,4,5,2,5,5,4,5,4.3,Historical machine-coded international event data enabling directed actor-action-target networks. Useful for longitudinal foreign-policy interaction research; archival coverage and codebook awareness are essential.
Global,Global,Security,Phoenix Event Data Project,https://eventdata.parusanalytics.com,EN,Global event interaction dataset,Academic,Website,Network,yes,4,5,4,5,5,4,5,4.4,"Machine-coded event data producing actor-action-target relationships for political event, conflict, diplomacy, protest, and interaction network analysis."
Global,Global,Security,ICEWS Integrated Crisis Early Warning System Event Data,https://dataverse.harvard.edu,EN,Global event interaction dataset,Academic,Website,Network,yes,4,5,4,5,5,3,5,4.3,Automated event data supporting actor-action-target network analysis across international and domestic political events; access and versions vary by repository.
Global,Global,Security,World Event Interaction Survey WEIS,https://dataverse.harvard.edu,EN,Historical event interaction network,Academic,Website,Network,yes,5,5,1,5,5,4,5,4.3,"Historical manually coded interstate events, usable for actor-action-target networks and long-run diplomatic/conflict interaction research."
Global,Global,Security,Militarized Interstate Disputes Network SPINS,https://spins.faculty.ucdavis.edu/international-network-data,EN,Global MID network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Network-ready MID data containing state dyads, disputes, hostility scores, onset/termination, roles, and conflict attributes. [226]"
Global,Global,Security,Intergovernmental Organization Membership Network SPINS,https://spins.faculty.ucdavis.edu/international-network-data,EN,Global IGO affiliation network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Bipartite state-IGO network data, enabling projection into state-state institutional similarity networks or organization overlap networks. [226]"
Global,Global,Security,International Trade Network SPINS,https://spins.faculty.ucdavis.edu/international-network-data,EN,Global trade network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,4,4.3,"Network-formatted historical import/export data, useful for direct country-trade graphs and comparison with alliance, MID, and IGO networks. [226]"
Global,Global,Political,UN General Assembly Voting Data Voeten,https://dataverse.harvard.edu,EN,Global diplomatic voting network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"State-vote bipartite network covering UN General Assembly roll-call votes. Project states into voting-similarity networks; retain resolution, issue area, session, abstention, and absence metadata."
Global,Global,Political,UN General Assembly Voting Data Erik Voeten,https://dataverse.harvard.edu,EN,Global voting network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Use one consolidated Voeten UNGA voting entry. Nodes are states and resolutions; edges represent votes, enabling bloc, alignment, polarization, coalition, and foreign-policy network analysis."
Global,Global,Political,UN Security Council Voting Dataset,https://dataverse.harvard.edu,EN,Global Security Council network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"UNSC member-resolution voting and sponsorship network data. Useful for veto, coalition, agenda-setting, permanent-member influence, and diplomatic alignment analysis."
Global,Global,Political,UN Digital Library Voting Records,https://digitallibrary.un.org,EN,Global UN voting and document network,International official,Website,Network,yes,5,5,4,5,5,5,3,4.4,"Official UN votes, resolutions, speakers, documents, sponsors, committees, and records. Construct state-resolution, state-sponsor, speaker-topic, or committee-document networks."
Global,Global,Political,World Treaty Index,https://worldtreatyindex.com,EN,Global treaty network dataset,Academic,Website,Network,yes,5,5,2,5,5,4,5,4.3,"Global treaty and agreement database suitable for state-treaty bipartite networks, dyadic legal ties, issue-area clusters, and international institutional mapping."
Global,Global,Political,UN Treaty Collection,https://treaties.un.org,EN,Global treaty network dataset,International official,Website,Network,yes,5,5,4,5,5,5,3,4.4,"Official multilateral treaty participation, signatures, ratifications, reservations, declarations, and deposits. Nodes are states and treaties; edges represent legal participation."
Global,Global,Political,International Organizations Dataset COW,https://correlatesofwar.org/data-sets/IGOs,EN,Global international organization network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,See COW IGO entry; use for historical state-organization affiliation networks from 1815 onward.
Global,Global,Political,UN Peacekeeping Personnel Contributions,https://peacekeeping.un.org/en/troop-and-police-contributors,EN,Global peacekeeping network dataset,International official,Website,Network,yes,5,5,5,5,5,5,2,4.4,"Contributor-mission network for UN peace operations. Nodes are countries and missions; directed or bipartite edges represent troop, police, and expert contributions by month."
Global,Global,Political,OECD Creditor Reporting System Aid Network,https://stats.oecd.org,EN,Global aid network dataset,International official,Website,Network,yes,5,5,4,5,5,5,3,4.4,"Donor-recipient-sector-project network. Nodes include donor governments, multilateral agencies, recipient states, sectors, channels, and projects; weighted edges represent development and humanitarian finance."
Global,Global,Political,AidData Geocoded Research Release,https://aiddata.org/data/geocoded-global-chinese-development-finance-dataset,EN,Global development-finance network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Geocoded project-level development-finance network, including Chinese official finance. Nodes can include financiers, recipient countries, implementing agencies, projects, sectors, locations, and contractors."
Global,Global,Political,AidData Global Chinese Development Finance Dataset,https://aiddata.org/data/aiddatas-global-chinese-development-finance-dataset,EN,Global Chinese finance network dataset,Academic,Website,Network,yes,5,5,3,5,5,5,5,4.6,"Project-level Chinese official-finance network connecting Chinese institutions, recipient governments, projects, sectors, locations, lenders, and financing arrangements."
Global,Global,Political,World Bank Debtor Reporting System,https://databank.worldbank.org/source/international-debt-statistics,EN,Global sovereign creditor network dataset,International official,Website,Network,yes,5,5,4,5,5,5,3,4.4,"Build sovereign debtor-creditor networks from public and publicly guaranteed debt, creditor type, lending terms, debt service, and bilateral/multilateral exposure."
Global,Global,Political,Varieties of Democracy Party Linkages Dataset V-Party,https://v-dem.net/data,EN,Global party network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Use for party-ideology, transnational party-family, organizational, and linkage networks; primarily attribute-rich rather than a prebuilt edge-list graph."
Global,Global,Political,Global Leadership Project,https://globalleadershipproject.net,EN,Global leader network dataset,Academic,Website,Network,yes,5,5,2,5,5,5,5,4.4,"Global leaders, entry/exit, personal attributes, political institutions, and succession data. Construct leader-state-party-family and elite succession networks."
Global,Global,Political,Archigos Political Leaders Dataset,https://www.rochester.edu/college/faculty/hgoemans/data.htm,EN,Global political leadership dataset,Academic,Website,Network,yes,5,5,2,5,5,5,4,4.3,"Global political leaders and leader transitions since the nineteenth century. Suitable for leader succession, state-leader, conflict-leader, and diplomatic interaction networks."
Global,Global,Humanitarian,UNHCR Refugee Data Finder Origin-Destination Network,https://www.unhcr.org/refugee-statistics,EN,Global displacement network dataset,International official,Website,Network,yes,5,5,5,5,5,5,3,4.6,"Network-ready forced displacement data. Nodes are origin and asylum/host countries; directed weighted edges represent refugees, asylum seekers, returnees, stateless persons, and other forcibly displaced populations."
Global,Global,Humanitarian,IOM Displacement Tracking Matrix Flow Monitoring,https://dtm.iom.int,EN,Global migration-flow network dataset,International official,Website,Network,yes,5,5,5,5,5,5,3,4.6,"Origin-transit-destination migration and displacement network data. Nodes include locations, routes, border points, sites, and populations; edges represent observed or surveyed movements."
Global,Global,Humanitarian,ReliefWeb Humanitarian Organizations Dataset HOD,https://reliefweb.int,EN,Global humanitarian organization network dataset,International official,Website,Network,yes,5,5,3,5,5,5,4,4.6,"Network-ready humanitarian organization and response data linking organizations, sectors, countries, crises, clusters, and operations. The Humanitarian Organisations Dataset identifies 2,505 organizations using reproducible criteria. [202]"
Global,Global,Humanitarian,Humanitarian Data Exchange HDX,https://data.humdata.org,EN,Global humanitarian network data platform,International official,Website,Network,yes,5,5,5,5,5,5,3,4.7,"Meta-platform containing network-relevant humanitarian datasets on organizations, response, locations, aid, displacement, health facilities, roads, markets, boundaries, and crisis operations."
Global,Global,Environment,Global Fishing Watch,https://globalfishingwatch.org,EN,Global maritime activity network dataset,Independent,Website,Network,yes,4,5,5,5,5,5,4,4.7,"Vessel-port-zone-country network data from AIS and satellite-derived activity. Nodes can be vessels, ports, flag states, operators, fishing grounds, EEZs, and marine protected areas."
Global,Global,Environment,MarineTraffic AIS Network,https://www.marinetraffic.com,EN,Global vessel movement network dataset,Industry,Website,Network,yes,4,5,5,4,4,3,3,4,"Vessel-port-route-country network derived from AIS. Useful for commercial shipping, port-call, maritime chokepoint, sanctions, logistics, and supply-chain analysis; subscription access and AIS limitations apply."
Global,Global,Environment,UNCTAD Maritime Connectivity Index,https://unctad.org/topic/transport-and-trade-logistics,EN,Global maritime transport network dataset,International official,Website,Network,yes,5,5,4,5,5,5,3,4.4,"Country-level liner shipping connectivity network indicators, ports, maritime transport links, fleet characteristics, shipping connectivity, and trade logistics."
Global,Global,Environment,OpenSky Network,https://opensky-network.org,EN,Global aviation movement network dataset,Independent,Website,Network,yes,4,5,5,5,4,5,3,4.3,"Open ADS-B flight data enabling airport-airport, airline-route, aircraft-operator, airspace, military aviation, and movement network analysis; coverage varies geographically."
Global,Global,Environment,OurAirports,https://ourairports.com/data,EN,Global aviation infrastructure network dataset,Independent,Website,Network,yes,4,5,4,5,5,5,2,4.1,"Open global airport, runway, frequency, country, and location data. Join with OpenSky or commercial flight feeds to create route and infrastructure networks."
Global,Global,Technology,OONI Measurement Network,https://explorer.ooni.org,EN,Global internet censorship network dataset,Independent,Website,Network,yes,5,5,5,5,5,5,4,4.7,"Network-measurement data linking countries, autonomous systems, ISPs, domains, apps, protocols, and censorship observations. Suitable for infrastructure and information-control networks."
Global,Global,Technology,CAIDA AS Relationships Dataset,https://www.caida.org/catalog/datasets/as-relationships,EN,Global internet topology dataset,Academic,Website,Network,yes,5,5,5,5,5,5,5,4.9,"Global autonomous-system topology and inferred business relationship graph. Nodes are ASNs; edges represent provider-customer or peer-peer relationships, enabling internet infrastructure and dependency analysis."
Global,Global,Technology,CAIDA AS Rank,https://asrank.caida.org,EN,Global internet connectivity network dataset,Academic,Website,Network,yes,5,5,5,5,5,5,4,4.7,"Global autonomous-system relationship and ranking data, including customer cones, topology, country links, and internet centrality indicators."
Global,Global,Technology,RIPE Atlas,https://atlas.ripe.net,EN,Global internet measurement network,Independent,Website,Network,yes,5,5,5,5,5,5,4,4.7,"Global distributed probe and anchor measurements of routing, latency, DNS, connectivity, reachability, internet outages, and network paths."
Global,Global,Technology,RIPEstat,https://stat.ripe.net,EN,Global internet routing network dataset,Independent,Website,Network,yes,5,5,5,5,5,5,4,4.7,"Network data on IP prefixes, ASNs, BGP routing, internet registry resources, geographic allocation, routing history, and connectivity relationships."
Global,Global,Technology,PeeringDB,https://www.peeringdb.com,EN,Global internet interconnection network dataset,Independent,Website,Network,yes,4,5,5,5,4,5,3,4.4,"Community-maintained data on networks, IXPs, facilities, ports, peering policies, and internet interconnection infrastructure; verify self-reported entries."
Global,Global,Technology,Wikidata Knowledge Graph,https://www.wikidata.org,EN,Global entity network dataset,Independent,Website,Network,yes,4,5,5,5,4,5,3,4.4,"Open knowledge graph linking people, companies, places, organizations, events, offices, works, identifiers, and relationships. Useful for entity enrichment, not standalone confirmation."
Global,Global,Technology,OpenAlex Scholarly Graph,https://openalex.org,EN,Global research collaboration network dataset,Independent,Website,Network,yes,5,5,5,5,5,5,3,4.6,"Graph-ready scholarly data linking works, authors, institutions, concepts, funders, countries, citations, and research outputs; useful for innovation and science-network analysis."
Global,Global,Technology,GitHub Archive,https://www.gharchive.org,EN,Global software collaboration network dataset,Independent,Website,Network,yes,4,5,5,5,4,5,3,4.4,"Public GitHub event archive for developer-repository-organization collaboration networks, open-source project ecosystems, technology diffusion, and software supply-chain research."
Global,Global,Technology,Software Heritage Graph Dataset,https://www.softwareheritage.org,EN,Global software provenance network dataset,Independent,Website,Network,yes,5,5,4,5,5,4,5,4.6,"Graph of source-code origins, commits, directories, files, releases, repositories, and provenance relationships; technically demanding but valuable for software dependency research."
Global,Global,OSINT,Bellingcat Investigation Graphs,https://www.bellingcat.com,EN,Global OSINT relationship data,Independent,Website,Network,yes,5,5,4,5,5,5,5,4.9,"Investigation-specific networks linking actors, locations, organizations, companies, equipment, documents, social-media evidence, and events. Usually published as case-specific evidence, not one unified downloadable graph."
Global,Global,OSINT,Forensic Architecture Investigative Cases,https://forensic-architecture.org,EN,Global forensic evidence network,Academic,Website,Network,yes,5,5,4,5,5,5,5,4.9,"Case-specific evidence networks linking locations, actors, visual material, satellite imagery, documents, timelines, structures, and incidents. Useful as reproducible networked evidence rather than a standardized global edge list."
Global,Global,OSINT,OpenStreetMap,https://www.openstreetmap.org,EN,Global geospatial graph dataset,Independent,Website,Network,yes,4,5,5,5,5,5,2,4.4,"Network-ready roads, paths, railways, waterways, buildings, infrastructure, boundaries, and geographic features. Build transportation, logistics, urban, and infrastructure graphs; local completeness varies."
